400
      0.0000000000       0.0000000000       0.0000000000 0.000001
      0.0000000000       0.0000000000       0.0050000000 0.000001
      0.0000000000       0.0000000000       0.0100000000 0.000001
      0.0000000000       0.0000000000       0.0150000000 0.000001
      0.0000000000       0.0000000000       0.0200000000 0.000001
      0.0000000000       0.0000000000       0.0250000000 0.000001
      0.0000000000       0.0000000000       0.0300000000 0.000001
      0.0000000000       0.0000000000       0.0350000000 0.000001
      0.0000000000       0.0000000000       0.0400000000 0.000001
      0.0000000000       0.0000000000       0.0450000000 0.000001
      0.0000000000       0.0000000000       0.0500000000 0.000001
      0.0000000000       0.0000000000       0.0550000000 0.000001
      0.0000000000       0.0000000000       0.0600000000 0.000001
      0.0000000000       0.0000000000       0.0650000000 0.000001
      0.0000000000       0.0000000000       0.0700000000 0.000001
      0.0000000000       0.0000000000       0.0750000000 0.000001
      0.0000000000       0.0000000000       0.0800000000 0.000001
      0.0000000000       0.0000000000       0.0850000000 0.000001
      0.0000000000       0.0000000000       0.0900000000 0.000001
      0.0000000000       0.0000000000       0.0950000000 0.000001
      0.0000000000       0.0000000000       0.1000000000 0.000001
      0.0000000000       0.0000000000       0.1050000000 0.000001
      0.0000000000       0.0000000000       0.1100000000 0.000001
      0.0000000000       0.0000000000       0.1150000000 0.000001
      0.0000000000       0.0000000000       0.1200000000 0.000001
      0.0000000000       0.0000000000       0.1250000000 0.000001
      0.0000000000       0.0000000000       0.1300000000 0.000001
      0.0000000000       0.0000000000       0.1350000000 0.000001
      0.0000000000       0.0000000000       0.1400000000 0.000001
      0.0000000000       0.0000000000       0.1450000000 0.000001
      0.0000000000       0.0000000000       0.1500000000 0.000001
      0.0000000000       0.0000000000       0.1550000000 0.000001
      0.0000000000       0.0000000000       0.1600000000 0.000001
      0.0000000000       0.0000000000       0.1650000000 0.000001
      0.0000000000       0.0000000000       0.1700000000 0.000001
      0.0000000000       0.0000000000       0.1750000000 0.000001
      0.0000000000       0.0000000000       0.1800000000 0.000001
      0.0000000000       0.0000000000       0.1850000000 0.000001
      0.0000000000       0.0000000000       0.1900000000 0.000001
      0.0000000000       0.0000000000       0.1950000000 0.000001
      0.0000000000       0.0000000000       0.2000000000 0.000001
      0.0000000000       0.0000000000       0.2050000000 0.000001
      0.0000000000       0.0000000000       0.2100000000 0.000001
      0.0000000000       0.0000000000       0.2150000000 0.000001
      0.0000000000       0.0000000000       0.2200000000 0.000001
      0.0000000000       0.0000000000       0.2250000000 0.000001
      0.0000000000       0.0000000000       0.2300000000 0.000001
      0.0000000000       0.0000000000       0.2350000000 0.000001
      0.0000000000       0.0000000000       0.2400000000 0.000001
      0.0000000000       0.0000000000       0.2450000000 0.000001
      0.0000000000       0.0000000000       0.2500000000 0.000001
      0.0000000000       0.0000000000       0.2550000000 0.000001
      0.0000000000       0.0000000000       0.2600000000 0.000001
      0.0000000000       0.0000000000       0.2650000000 0.000001
      0.0000000000       0.0000000000       0.2700000000 0.000001
      0.0000000000       0.0000000000       0.2750000000 0.000001
      0.0000000000       0.0000000000       0.2800000000 0.000001
      0.0000000000       0.0000000000       0.2850000000 0.000001
      0.0000000000       0.0000000000       0.2900000000 0.000001
      0.0000000000       0.0000000000       0.2950000000 0.000001
      0.0000000000       0.0000000000       0.3000000000 0.000001
      0.0000000000       0.0000000000       0.3050000000 0.000001
      0.0000000000       0.0000000000       0.3100000000 0.000001
      0.0000000000       0.0000000000       0.3150000000 0.000001
      0.0000000000       0.0000000000       0.3200000000 0.000001
      0.0000000000       0.0000000000       0.3250000000 0.000001
      0.0000000000       0.0000000000       0.3300000000 0.000001
      0.0000000000       0.0000000000       0.3350000000 0.000001
      0.0000000000       0.0000000000       0.3400000000 0.000001
      0.0000000000       0.0000000000       0.3450000000 0.000001
      0.0000000000       0.0000000000       0.3500000000 0.000001
      0.0000000000       0.0000000000       0.3550000000 0.000001
      0.0000000000       0.0000000000       0.3600000000 0.000001
      0.0000000000       0.0000000000       0.3650000000 0.000001
      0.0000000000       0.0000000000       0.3700000000 0.000001
      0.0000000000       0.0000000000       0.3750000000 0.000001
      0.0000000000       0.0000000000       0.3800000000 0.000001
      0.0000000000       0.0000000000       0.3850000000 0.000001
      0.0000000000       0.0000000000       0.3900000000 0.000001
      0.0000000000       0.0000000000       0.3950000000 0.000001
      0.0000000000       0.0000000000       0.4000000000 0.000001
      0.0000000000       0.0000000000       0.4050000000 0.000001
      0.0000000000       0.0000000000       0.4100000000 0.000001
      0.0000000000       0.0000000000       0.4150000000 0.000001
      0.0000000000       0.0000000000       0.4200000000 0.000001
      0.0000000000       0.0000000000       0.4250000000 0.000001
      0.0000000000       0.0000000000       0.4300000000 0.000001
      0.0000000000       0.0000000000       0.4350000000 0.000001
      0.0000000000       0.0000000000       0.4400000000 0.000001
      0.0000000000       0.0000000000       0.4450000000 0.000001
      0.0000000000       0.0000000000       0.4500000000 0.000001
      0.0000000000       0.0000000000       0.4550000000 0.000001
      0.0000000000       0.0000000000       0.4600000000 0.000001
      0.0000000000       0.0000000000       0.4650000000 0.000001
      0.0000000000       0.0000000000       0.4700000000 0.000001
      0.0000000000       0.0000000000       0.4750000000 0.000001
      0.0000000000       0.0000000000       0.4800000000 0.000001
      0.0000000000       0.0000000000       0.4850000000 0.000001
      0.0000000000       0.0000000000       0.4900000000 0.000001
      0.0000000000       0.0000000000       0.4950000000 0.000001
      0.0000000000       0.0000000000       0.5000000000 0.000001
      0.0033333300       0.0033333330       0.4950000000 0.000001
      0.0066666600       0.0066666660       0.4900000000 0.000001
      0.0099999900       0.0099999990       0.4850000000 0.000001
      0.0133333200       0.0133333320       0.4800000000 0.000001
      0.0166666500       0.0166666650       0.4750000000 0.000001
      0.0199999800       0.0199999980       0.4700000000 0.000001
      0.0233333100       0.0233333310       0.4650000000 0.000001
      0.0266666400       0.0266666640       0.4600000000 0.000001
      0.0299999700       0.0299999970       0.4550000000 0.000001
      0.0333333000       0.0333333300       0.4500000000 0.000001
      0.0366666300       0.0366666630       0.4450000000 0.000001
      0.0399999600       0.0399999960       0.4400000000 0.000001
      0.0433332900       0.0433333290       0.4350000000 0.000001
      0.0466666200       0.0466666620       0.4300000000 0.000001
      0.0499999500       0.0499999950       0.4250000000 0.000001
      0.0533332800       0.0533333280       0.4200000000 0.000001
      0.0566666100       0.0566666610       0.4150000000 0.000001
      0.0599999400       0.0599999940       0.4100000000 0.000001
      0.0633332700       0.0633333270       0.4050000000 0.000001
      0.0666666000       0.0666666600       0.4000000000 0.000001
      0.0699999300       0.0699999930       0.3950000000 0.000001
      0.0733332600       0.0733333260       0.3900000000 0.000001
      0.0766665900       0.0766666590       0.3850000000 0.000001
      0.0799999200       0.0799999920       0.3800000000 0.000001
      0.0833332500       0.0833333250       0.3750000000 0.000001
      0.0866665800       0.0866666580       0.3700000000 0.000001
      0.0899999100       0.0899999910       0.3650000000 0.000001
      0.0933332400       0.0933333240       0.3600000000 0.000001
      0.0966665700       0.0966666570       0.3550000000 0.000001
      0.0999999000       0.0999999900       0.3500000000 0.000001
      0.1033332300       0.1033333230       0.3450000000 0.000001
      0.1066665600       0.1066666560       0.3400000000 0.000001
      0.1099998900       0.1099999890       0.3350000000 0.000001
      0.1133332200       0.1133333220       0.3300000000 0.000001
      0.1166665500       0.1166666550       0.3250000000 0.000001
      0.1199998800       0.1199999880       0.3200000000 0.000001
      0.1233332100       0.1233333210       0.3150000000 0.000001
      0.1266665400       0.1266666540       0.3100000000 0.000001
      0.1299998700       0.1299999870       0.3050000000 0.000001
      0.1333332000       0.1333333200       0.3000000000 0.000001
      0.1366665300       0.1366666530       0.2950000000 0.000001
      0.1399998600       0.1399999860       0.2900000000 0.000001
      0.1433331900       0.1433333190       0.2850000000 0.000001
      0.1466665200       0.1466666520       0.2800000000 0.000001
      0.1499998500       0.1499999850       0.2750000000 0.000001
      0.1533331800       0.1533333180       0.2700000000 0.000001
      0.1566665100       0.1566666510       0.2650000000 0.000001
      0.1599998400       0.1599999840       0.2600000000 0.000001
      0.1633331700       0.1633333170       0.2550000000 0.000001
      0.1666665000       0.1666666500       0.2500000000 0.000001
      0.1699998300       0.1699999830       0.2450000000 0.000001
      0.1733331600       0.1733333160       0.2400000000 0.000001
      0.1766664900       0.1766666490       0.2350000000 0.000001
      0.1799998200       0.1799999820       0.2300000000 0.000001
      0.1833331500       0.1833333150       0.2250000000 0.000001
      0.1866664800       0.1866666480       0.2200000000 0.000001
      0.1899998100       0.1899999810       0.2150000000 0.000001
      0.1933331400       0.1933333140       0.2100000000 0.000001
      0.1966664700       0.1966666470       0.2050000000 0.000001
      0.1999998000       0.1999999800       0.2000000000 0.000001
      0.2033331300       0.2033333130       0.1950000000 0.000001
      0.2066664600       0.2066666460       0.1900000000 0.000001
      0.2099997900       0.2099999790       0.1850000000 0.000001
      0.2133331200       0.2133333120       0.1800000000 0.000001
      0.2166664500       0.2166666450       0.1750000000 0.000001
      0.2199997800       0.2199999780       0.1700000000 0.000001
      0.2233331100       0.2233333110       0.1650000000 0.000001
      0.2266664400       0.2266666440       0.1600000000 0.000001
      0.2299997700       0.2299999770       0.1550000000 0.000001
      0.2333331000       0.2333333100       0.1500000000 0.000001
      0.2366664300       0.2366666430       0.1450000000 0.000001
      0.2399997600       0.2399999760       0.1400000000 0.000001
      0.2433330900       0.2433333090       0.1350000000 0.000001
      0.2466664200       0.2466666420       0.1300000000 0.000001
      0.2499997500       0.2499999750       0.1250000000 0.000001
      0.2533330800       0.2533333080       0.1200000000 0.000001
      0.2566664100       0.2566666410       0.1150000000 0.000001
      0.2599997400       0.2599999740       0.1100000000 0.000001
      0.2633330700       0.2633333070       0.1050000000 0.000001
      0.2666664000       0.2666666400       0.1000000000 0.000001
      0.2699997300       0.2699999730       0.0950000000 0.000001
      0.2733330600       0.2733333060       0.0900000000 0.000001
      0.2766663900       0.2766666390       0.0850000000 0.000001
      0.2799997200       0.2799999720       0.0800000000 0.000001
      0.2833330500       0.2833333050       0.0750000000 0.000001
      0.2866663800       0.2866666380       0.0700000000 0.000001
      0.2899997100       0.2899999710       0.0650000000 0.000001
      0.2933330400       0.2933333040       0.0600000000 0.000001
      0.2966663700       0.2966666370       0.0550000000 0.000001
      0.2999997000       0.2999999700       0.0500000000 0.000001
      0.3033330300       0.3033333030       0.0450000000 0.000001
      0.3066663600       0.3066666360       0.0400000000 0.000001
      0.3099996900       0.3099999690       0.0350000000 0.000001
      0.3133330200       0.3133333020       0.0300000000 0.000001
      0.3166663500       0.3166666350       0.0250000000 0.000001
      0.3199996800       0.3199999680       0.0200000000 0.000001
      0.3233330100       0.3233333010       0.0150000000 0.000001
      0.3266663400       0.3266666340       0.0100000000 0.000001
      0.3299996700       0.3299999670       0.0050000000 0.000001
      0.3333330000       0.3333333000       0.0000000000 0.000001
      0.3333330000       0.3333333000       0.0050000000 0.000001
      0.3333330000       0.3333333000       0.0100000000 0.000001
      0.3333330000       0.3333333000       0.0150000000 0.000001
      0.3333330000       0.3333333000       0.0200000000 0.000001
      0.3333330000       0.3333333000       0.0250000000 0.000001
      0.3333330000       0.3333333000       0.0300000000 0.000001
      0.3333330000       0.3333333000       0.0350000000 0.000001
      0.3333330000       0.3333333000       0.0400000000 0.000001
      0.3333330000       0.3333333000       0.0450000000 0.000001
      0.3333330000       0.3333333000       0.0500000000 0.000001
      0.3333330000       0.3333333000       0.0550000000 0.000001
      0.3333330000       0.3333333000       0.0600000000 0.000001
      0.3333330000       0.3333333000       0.0650000000 0.000001
      0.3333330000       0.3333333000       0.0700000000 0.000001
      0.3333330000       0.3333333000       0.0750000000 0.000001
      0.3333330000       0.3333333000       0.0800000000 0.000001
      0.3333330000       0.3333333000       0.0850000000 0.000001
      0.3333330000       0.3333333000       0.0900000000 0.000001
      0.3333330000       0.3333333000       0.0950000000 0.000001
      0.3333330000       0.3333333000       0.1000000000 0.000001
      0.3333330000       0.3333333000       0.1050000000 0.000001
      0.3333330000       0.3333333000       0.1100000000 0.000001
      0.3333330000       0.3333333000       0.1150000000 0.000001
      0.3333330000       0.3333333000       0.1200000000 0.000001
      0.3333330000       0.3333333000       0.1250000000 0.000001
      0.3333330000       0.3333333000       0.1300000000 0.000001
